user_id,place_id,rating,title
1,153,5,Mosque of Mohamed Ali
1,154,5,Gezira Island
1,155,5,Zamalk
1,156,3,Great Sphinx of Giza
1,157,5,Tiran Island
1,158,4,Ras Muhammad National Park
1,159,4,King Tutankhamun Museum
1,160,4,Aqua Blue Water Park
1,161,5,Old Market of Sharm
1,162,5,Karnak Temple
1,163,5,Temple of Medinat Habu
1,164,5,Pyramids of Giza
1,165,5,Khan-el-Khalili
1,166,4,The Egyptian Museum
1,168,5,Old Cairo
1,169,4,Al Azhar Mosque
1,170,4,The Hanging Church
1,171,2,Museum Of Modern Egyptian Art
1,172,4,Statue of Ramesses II
1,173,4,Cairo Tower
1,174,5,Grand Egyptian Museum
1,175,5,Pyramid of Khafre
1,176,2,Giza Solar Boat Museum
1,177,5,Red and Bent Pyramid
1,178,4,Egypt Papyrus Museum
1,179,5,Pyramid of Djoser
1,180,2,Luxor Museum
1,181,5,Mortuary Temple of Hatshepsut - Deir el-Bahari
1,183,4,Valley of Artisans
1,184,3,Avenue of Sphinxes
1,185,5,Colossi of Memnon
1,186,4,Temple of Seti
1,187,5,Coptic Orthodox Church of Alexandria
1,188,5,Bibliotheca Alexandrina - Library in Alexandria
1,189,4,Citadel of Qaitbay or The Fort of Qaitbay
1,190,4,Alexandria National Museum
1,191,5,Stanley Bridge in Alexandria
1,193,3,The Blue Hole of Dahab
1,194,5,Mount Sinai
1,195,5,St. Catherine's Monastery
1,196,5,Dahab's Eel Garden
1,198,5,Coloured Canyon
1,199,5,Great Sand Sea in Siwa
1,201,4,Mit Ghamr Dovecotes
1,202,2,Samir Lama Memorial
1,203,4,Magic Lake in Fayoum
1,204,4,Fjord Bay
1,205,5,Fortress of Shali in Siwa Oasis
1,206,4,Philae Island
1,207,4,Mahmya Island
1,208,5,Sannur Valley Cave
1,209,3,Great Pyramid of Giza
1,210,5,Luxor Temple
1,211,5,Nile River Cruise
1,212,5,Valley of the Kings
1,213,5,Egyptian Antiquities Museum
1,214,4,Siwa Oasis at Libyan Border
1,215,4,The White Desert in Farafra
1,216,5,Sakkara Pyramids
1,217,5,Mosque of Mohamed Ali
1,218,5,Gezira Island
1,219,4,Zamalk
1,220,5,Great Sphinx of Giza
1,222,5,Tiran Island
1,223,5,Ras Muhammad National Park
1,224,5,King Tutankhamun Museum
1,225,5,Aqua Blue Water Park
1,227,4,Old Market of Sharm
1,228,5,Karnak Temple
1,229,5,Temple of Medinat Habu
1,230,5,Pyramids of Giza
1,231,4,Khan-el-Khalili
1,232,5,The Egyptian Museum
1,233,5,Old Cairo
1,234,5,Al Azhar Mosque
1,235,5,The Hanging Church
1,236,4,Museum Of Modern Egyptian Art
1,237,5,Statue of Ramesses II
1,238,4,Cairo Tower
1,239,1,Grand Egyptian Museum
1,240,3,Pyramid of Khafre
1,241,3,Giza Solar Boat Museum
1,242,5,Red and Bent Pyramid
1,243,5,Egypt Papyrus Museum
1,246,5,Pyramid of Djoser
1,247,4,Luxor Museum
1,248,4,Mortuary Temple of Hatshepsut - Deir el-Bahari
1,249,5,Valley of Artisans
1,250,5,Avenue of Sphinxes
1,251,5,Colossi of Memnon
1,252,4,Temple of Seti
1,253,4,Coptic Orthodox Church of Alexandria
1,254,4,Bibliotheca Alexandrina - Library in Alexandria
1,255,5,Citadel of Qaitbay or The Fort of Qaitbay
1,256,4,Alexandria National Museum
1,257,4,Stanley Bridge in Alexandria
1,258,5,The Blue Hole of Dahab
1,259,5,Mount Sinai
1,260,5,St. Catherine's Monastery
1,261,5,Dahab's Eel Garden
1,262,4,Coloured Canyon
1,263,4,Great Sand Sea in Siwa
1,265,5,Mit Ghamr Dovecotes
1,266,4,Samir Lama Memorial
1,267,4,Magic Lake in Fayoum
1,269,5,Fjord Bay
2,270,3,Fortress of Shali in Siwa Oasis
2,271,4,Philae Island
2,272,4.5,Mahmya Island
2,273,4,Sannur Valley Cave
2,274,4,Great Pyramid of Giza
2,275,3.5,Luxor Temple
2,276,4,Nile River Cruise
2,277,4,Valley of the Kings
2,278,4.5,Egyptian Antiquities Museum
2,279,5,Siwa Oasis at Libyan Border
2,280,4.5,The White Desert in Farafra
2,281,3,Sakkara Pyramids
2,282,4,Mosque of Mohamed Ali
2,283,3,Gezira Island
2,284,4,Zamalk
2,285,4.5,Great Sphinx of Giza
2,287,5,Tiran Island
2,288,4,Ras Muhammad National Park
2,289,5,King Tutankhamun Museum
2,290,3.5,Aqua Blue Water Park
2,291,2.5,Old Market of Sharm
2,292,3.5,Karnak Temple
2,293,5,Temple of Medinat Habu
2,294,3,Pyramids of Giza
2,295,4,Khan-el-Khalili
2,296,2,The Egyptian Museum
2,298,3.5,Old Cairo
2,299,5,Al Azhar Mosque
2,300,5,The Hanging Church
3,301,0.5,Museum Of Modern Egyptian Art
3,302,0.5,Statue of Ramesses II
3,303,0.5,Cairo Tower
3,304,0.5,Grand Egyptian Museum
3,305,0.5,Pyramid of Khafre
3,306,5,Giza Solar Boat Museum
3,307,0.5,Red and Bent Pyramid
3,308,0.5,Egypt Papyrus Museum
3,310,0.5,Pyramid of Djoser
3,311,0.5,Luxor Museum
3,312,0.5,Mortuary Temple of Hatshepsut - Deir el-Bahari
3,313,3.5,Valley of Artisans
3,314,0.5,Avenue of Sphinxes
3,315,3,Colossi of Memnon
3,316,4.5,Temple of Seti
3,317,0.5,Coptic Orthodox Church of Alexandria
3,318,0.5,Bibliotheca Alexandrina - Library in Alexandria
3,319,0.5,Citadel of Qaitbay or The Fort of Qaitbay
3,320,2,Alexandria National Museum
3,321,4,Stanley Bridge in Alexandria
3,322,0.5,The Blue Hole of Dahab
3,324,5,Mount Sinai
3,325,4.5,St. Catherine's Monastery
3,326,0.5,Dahab's Eel Garden
3,327,5,Coloured Canyon
3,328,0.5,Great Sand Sea in Siwa
3,329,5,Mit Ghamr Dovecotes
3,330,0.5,Samir Lama Memorial
3,331,5,Magic Lake in Fayoum
3,332,5,Fjord Bay
3,333,4.5,Fortress of Shali in Siwa Oasis
3,334,5,Philae Island
3,335,0.5,Mahmya Island
3,336,5,Sannur Valley Cave
3,337,4.5,Great Pyramid of Giza
3,338,5,Luxor Temple
3,339,4.5,Nile River Cruise
3,340,5,Valley of the Kings
3,341,0.5,Egyptian Antiquities Museum
4,342,3,Siwa Oasis at Libyan Border
4,343,2,The White Desert in Farafra
4,344,3,Sakkara Pyramids
4,345,2,Mosque of Mohamed Ali
4,346,3,Gezira Island
4,347,3,Zamalk
4,348,4,Great Sphinx of Giza
4,349,5,Tiran Island
4,350,1,Ras Muhammad National Park
4,351,5,King Tutankhamun Museum
4,352,3,Aqua Blue Water Park
4,353,5,Old Market of Sharm
4,354,2,Karnak Temple
4,355,5,Temple of Medinat Habu
4,356,1,Pyramids of Giza
4,357,5,Khan-el-Khalili
4,358,2,The Egyptian Museum
4,359,3,Old Cairo
4,360,5,Al Azhar Mosque
4,361,5,The Hanging Church
4,362,1,Museum Of Modern Egyptian Art
4,363,5,Statue of Ramesses II
4,364,5,Cairo Tower
4,365,4,Grand Egyptian Museum
4,366,4,Pyramid of Khafre
4,367,3,Giza Solar Boat Museum
4,368,3,Red and Bent Pyramid
4,369,4,Egypt Papyrus Museum
4,370,2,Pyramid of Djoser
4,371,1,Luxor Museum
4,372,2,Mortuary Temple of Hatshepsut - Deir el-Bahari
4,373,5,Valley of Artisans
4,374,5,Avenue of Sphinxes
4,376,5,Colossi of Memnon
4,377,1,Temple of Seti
4,378,5,Coptic Orthodox Church of Alexandria
4,379,1,Bibliotheca Alexandrina - Library in Alexandria
4,380,2,Citadel of Qaitbay or The Fort of Qaitbay
4,381,4,Alexandria National Museum
4,382,5,Stanley Bridge in Alexandria
4,383,3,The Blue Hole of Dahab
4,384,2,Mount Sinai
4,385,5,St. Catherine's Monastery
4,386,3,Dahab's Eel Garden
4,387,4,Coloured Canyon
4,388,3,Great Sand Sea in Siwa
4,389,4,Mit Ghamr Dovecotes
4,390,4,Samir Lama Memorial
4,391,5,Magic Lake in Fayoum
4,393,4,Fjord Bay
4,405,4,Fortress of Shali in Siwa Oasis
4,406,4,Philae Island
4,407,5,Mahmya Island
4,408,5,Sannur Valley Cave
4,409,5,Great Pyramid of Giza
4,410,5,Luxor Temple
4,412,5,Nile River Cruise
4,413,5,Valley of the Kings
4,414,5,Egyptian Antiquities Museum
4,415,3,Siwa Oasis at Libyan Border
4,416,4,The White Desert in Farafra
4,417,5,Sakkara Pyramids
4,418,3,Mosque of Mohamed Ali
4,419,2,Gezira Island
4,420,4,Zamalk
4,421,5,Great Sphinx of Giza
4,422,2,Tiran Island
4,423,5,Ras Muhammad National Park
4,424,5,King Tutankhamun Museum
4,425,5,Aqua Blue Water Park
4,426,3,Old Market of Sharm
4,427,5,Karnak Temple
4,428,5,Temple of Medinat Habu
4,429,4,Pyramids of Giza
4,430,1,Khan-el-Khalili
4,431,5,The Egyptian Museum
4,432,5,Old Cairo
4,433,5,Al Azhar Mosque
4,434,3,The Hanging Church
4,435,2,Museum Of Modern Egyptian Art
4,436,5,Statue of Ramesses II
4,437,1,Cairo Tower
4,438,4,Grand Egyptian Museum
4,440,4,Pyramid of Khafre
4,441,4,Giza Solar Boat Museum
4,442,5,Red and Bent Pyramid
4,444,4,Egypt Papyrus Museum
4,445,4,Pyramid of Djoser
4,446,4,Luxor Museum
4,448,2,Mortuary Temple of Hatshepsut - Deir el-Bahari
4,449,5,Valley of Artisans
4,450,5,Avenue of Sphinxes
4,451,4,Colossi of Memnon
4,452,4,Temple of Seti
4,453,3,Coptic Orthodox Church of Alexandria
4,454,1,Bibliotheca Alexandrina - Library in Alexandria
4,455,5,Citadel of Qaitbay or The Fort of Qaitbay
4,456,4,Alexandria National Museum
4,457,4,Stanley Bridge in Alexandria
4,458,4,The Blue Hole of Dahab
4,459,3,Mount Sinai
4,460,1,St. Catherine's Monastery
4,461,2,Dahab's Eel Garden
4,464,4,Coloured Canyon
4,466,1,Great Sand Sea in Siwa
4,467,4,Mit Ghamr Dovecotes
4,468,4,Samir Lama Memorial
4,469,5,Magic Lake in Fayoum
4,470,3,Fjord Bay
4,471,5,Fortress of Shali in Siwa Oasis
4,472,2,Philae Island
4,473,4,Mahmya Island
4,474,3,Sannur Valley Cave
4,475,2,Great Pyramid of Giza
4,476,4,Luxor Temple
4,477,3,Nile River Cruise
4,478,4,Valley of the Kings
4,479,1,Egyptian Antiquities Museum
4,480,3,Siwa Oasis at Libyan Border
4,481,5,The White Desert in Farafra
4,482,2,Sakkara Pyramids
4,484,5,Mosque of Mohamed Ali
4,485,4,Gezira Island
4,486,2,Zamalk
4,487,4,Great Sphinx of Giza
4,488,5,Tiran Island
4,489,4,Ras Muhammad National Park
4,490,3,King Tutankhamun Museum
4,491,5,Aqua Blue Water Park
4,492,5,Old Market of Sharm
4,493,5,Karnak Temple
4,494,4,Temple of Medinat Habu
4,495,5,Pyramids of Giza
4,496,1,Khan-el-Khalili
4,497,1,The Egyptian Museum
4,499,2,Old Cairo
4,500,4,Al Azhar Mosque
4,501,4,The Hanging Church
4,502,5,Museum Of Modern Egyptian Art
4,504,3,Statue of Ramesses II
4,505,4,Cairo Tower
4,506,4,Grand Egyptian Museum
4,507,1,Pyramid of Khafre
4,508,5,Giza Solar Boat Museum
4,509,5,Red and Bent Pyramid
4,510,1,Egypt Papyrus Museum
4,511,4,Pyramid of Djoser
4,512,5,Luxor Museum
4,513,2,Mortuary Temple of Hatshepsut - Deir el-Bahari
4,514,4,Valley of Artisans
4,515,1,Avenue of Sphinxes
4,516,2,Colossi of Memnon
4,517,5,Temple of Seti
4,518,5,Coptic Orthodox Church of Alexandria
4,519,5,Bibliotheca Alexandrina - Library in Alexandria
4,520,4,Citadel of Qaitbay or The Fort of Qaitbay
4,521,4,Alexandria National Museum
4,522,5,Stanley Bridge in Alexandria
4,523,2,The Blue Hole of Dahab
4,524,2,Mount Sinai
4,526,4,St. Catherine's Monastery
4,527,4,Dahab's Eel Garden
4,528,5,Coloured Canyon
4,529,4,Great Sand Sea in Siwa
4,531,3,Mit Ghamr Dovecotes
4,532,5,Samir Lama Memorial
4,533,4,Magic Lake in Fayoum
4,534,1,Fjord Bay
4,535,4,Fortress of Shali in Siwa Oasis
4,536,4,Philae Island
4,537,4,Mahmya Island
4,538,4,Sannur Valley Cave
4,539,3,Great Pyramid of Giza
4,540,5,Luxor Temple
4,541,4,Nile River Cruise
4,542,4,Valley of the Kings
4,543,2,Egyptian Antiquities Museum
4,544,1,Siwa Oasis at Libyan Border
4,546,5,The White Desert in Farafra
4,547,2,Sakkara Pyramids
4,548,1,Mosque of Mohamed Ali
4,549,3,Gezira Island
4,550,3,Zamalk
4,551,5,Great Sphinx of Giza
4,552,4,Tiran Island
4,553,3,Ras Muhammad National Park
4,555,4,King Tutankhamun Museum
4,556,4,Aqua Blue Water Park
4,558,3,Old Market of Sharm
4,562,1,Karnak Temple
4,563,3,Temple of Medinat Habu
4,564,4,Pyramids of Giza
4,567,3,Khan-el-Khalili
4,568,3,The Egyptian Museum
4,569,4,Old Cairo
4,573,5,Al Azhar Mosque
4,574,3,The Hanging Church
4,575,4,Museum Of Modern Egyptian Art
4,577,3,Statue of Ramesses II
4,579,3,Cairo Tower
4,580,2,Grand Egyptian Museum
4,581,5,Pyramid of Khafre
4,583,4,Giza Solar Boat Museum
4,585,3,Red and Bent Pyramid
4,586,2,Egypt Papyrus Museum
4,587,4,Pyramid of Djoser
4,588,1,Luxor Museum
4,589,4,Mortuary Temple of Hatshepsut - Deir el-Bahari
4,590,3,Valley of Artisans
4,592,1,Avenue of Sphinxes
4,593,3,Colossi of Memnon
4,594,5,Temple of Seti
4,595,3,Coptic Orthodox Church of Alexandria
4,596,4,Bibliotheca Alexandrina - Library in Alexandria
4,597,4,Citadel of Qaitbay or The Fort of Qaitbay
4,599,5,Alexandria National Museum
5,600,4,Stanley Bridge in Alexandria
5,602,4,The Blue Hole of Dahab
5,605,4,Mount Sinai
5,606,4,St. Catherine's Monastery
5,608,3,Dahab's Eel Garden
5,609,4,Coloured Canyon
5,610,5,Great Sand Sea in Siwa
5,611,4,Mit Ghamr Dovecotes
5,612,3,Samir Lama Memorial
5,613,3,Magic Lake in Fayoum
5,615,4,Fjord Bay
5,616,5,Fortress of Shali in Siwa Oasis
5,617,3,Philae Island
5,618,4,Mahmya Island
5,619,3,Sannur Valley Cave
5,626,1,Great Pyramid of Giza
5,627,5,Luxor Temple
5,628,5,Nile River Cruise
5,631,3,Valley of the Kings
5,632,2,Egyptian Antiquities Museum
5,633,3,Siwa Oasis at Libyan Border
5,634,3,The White Desert in Farafra
5,635,3,Sakkara Pyramids
5,636,2,Mosque of Mohamed Ali
5,637,3,Gezira Island
5,638,4,Zamalk
5,639,2,Great Sphinx of Giza
5,640,3,Tiran Island
5,645,4,Ras Muhammad National Park
5,647,4,King Tutankhamun Museum
5,648,5,Aqua Blue Water Park
5,649,3,Old Market of Sharm
5,650,5,Karnak Temple
5,653,4,Temple of Medinat Habu
5,656,3,Pyramids of Giza
5,661,4,Khan-el-Khalili
5,662,3,The Egyptian Museum
5,663,5,Old Cairo
5,665,3,Al Azhar Mosque
5,667,5,The Hanging Church
5,668,5,Museum Of Modern Egyptian Art
5,670,5,Statue of Ramesses II
5,671,3,Cairo Tower
5,673,3,Grand Egyptian Museum
6,674,4,Pyramid of Khafre
6,678,5,Giza Solar Boat Museum
6,679,3,Red and Bent Pyramid
6,680,5,Egypt Papyrus Museum
6,685,4,Pyramid of Djoser
6,688,4,Luxor Museum
6,691,3,Mortuary Temple of Hatshepsut - Deir el-Bahari
6,692,3,Valley of Artisans
6,694,4,Avenue of Sphinxes
6,695,3,Colossi of Memnon
6,697,4,Temple of Seti
6,698,4,Coptic Orthodox Church of Alexandria
6,700,4,Bibliotheca Alexandrina - Library in Alexandria
6,703,2,Citadel of Qaitbay or The Fort of Qaitbay
6,704,2,Alexandria National Museum
6,706,5,Stanley Bridge in Alexandria
6,707,4,The Blue Hole of Dahab
6,708,3,Mount Sinai
6,709,4,St. Catherine's Monastery
6,710,3,Dahab's Eel Garden
6,711,3,Coloured Canyon
6,714,4,Great Sand Sea in Siwa
6,715,4,Mit Ghamr Dovecotes
6,718,5,Samir Lama Memorial
6,719,4,Magic Lake in Fayoum
6,720,4,Fjord Bay
6,722,3,Fortress of Shali in Siwa Oasis
6,724,4,Philae Island
6,725,4,Mahmya Island
6,726,1,Sannur Valley Cave
6,728,4,Great Pyramid of Giza
6,731,4,Luxor Temple
6,733,4,Nile River Cruise
6,735,4,Valley of the Kings
6,736,3,Egyptian Antiquities Museum
6,737,3,Siwa Oasis at Libyan Border
6,741,4,The White Desert in Farafra
6,742,3,Sakkara Pyramids
6,743,5,Mosque of Mohamed Ali
6,745,3,Gezira Island
6,747,2,Zamalk
6,748,4,Great Sphinx of Giza
6,750,4,Tiran Island
6,757,4,Ras Muhammad National Park
6,759,4,King Tutankhamun Museum
6,760,3,Aqua Blue Water Park
6,761,1,Old Market of Sharm
6,762,4,Karnak Temple
6,764,3,Temple of Medinat Habu
6,765,5,Pyramids of Giza
6,766,4,Khan-el-Khalili
6,773,3,The Egyptian Museum
6,775,3,Old Cairo
6,778,3,Al Azhar Mosque
6,779,3,The Hanging Church
6,780,4,Museum Of Modern Egyptian Art
6,781,4,Statue of Ramesses II
6,782,4,Cairo Tower
6,783,4,Grand Egyptian Museum
6,784,4,Pyramid of Khafre
6,785,3,Giza Solar Boat Museum
6,786,4,Red and Bent Pyramid
6,788,3,Egypt Papyrus Museum
6,790,5,Pyramid of Djoser
6,791,3,Luxor Museum
6,795,3,Mortuary Temple of Hatshepsut - Deir el-Bahari
6,798,3,Valley of Artisans
6,799,5,Avenue of Sphinxes
6,800,3,Colossi of Memnon
6,801,3,Temple of Seti
6,802,3,Coptic Orthodox Church of Alexandria
6,803,3,Bibliotheca Alexandrina - Library in Alexandria
6,804,1,Citadel of Qaitbay or The Fort of Qaitbay
6,805,2,Alexandria National Museum
6,806,3,Stanley Bridge in Alexandria
6,808,3,The Blue Hole of Dahab
6,809,3,Mount Sinai
6,810,3,St. Catherine's Monastery
6,813,2,Dahab's Eel Garden
6,818,4,Coloured Canyon
6,823,3,Great Sand Sea in Siwa
6,824,3,Mit Ghamr Dovecotes
6,828,3,Samir Lama Memorial
6,829,3,Magic Lake in Fayoum
6,830,4,Fjord Bay
6,832,3,Fortress of Shali in Siwa Oasis
6,833,3,Philae Island
6,835,4,Mahmya Island
6,836,4,Sannur Valley Cave
6,837,4,Great Pyramid of Giza
6,838,3,Luxor Temple
6,839,2,Nile River Cruise
6,840,3,Valley of the Kings
6,841,4,Egyptian Antiquities Museum
6,842,3,Siwa Oasis at Libyan Border
6,848,4,The White Desert in Farafra
6,849,5,Sakkara Pyramids
6,851,3,Mosque of Mohamed Ali
6,852,2,Gezira Island
6,858,4,Zamalk
6,861,4,Great Sphinx of Giza
6,866,3,Tiran Island
6,867,3,Ras Muhammad National Park
6,869,3,King Tutankhamun Museum
6,870,5,Aqua Blue Water Park
6,875,4,Old Market of Sharm
6,876,3,Karnak Temple
6,879,4,Temple of Medinat Habu
6,880,3,Pyramids of Giza
6,881,3,Khan-el-Khalili
6,882,3,The Egyptian Museum
6,885,5,Old Cairo
6,886,3,Al Azhar Mosque
6,888,4,The Hanging Church
6,889,5,Museum Of Modern Egyptian Art
6,891,3,Statue of Ramesses II
6,892,3,Cairo Tower
6,893,3,Grand Egyptian Museum
6,896,3,Pyramid of Khafre
6,897,4,Giza Solar Boat Museum
6,898,3,Red and Bent Pyramid
6,899,4,Egypt Papyrus Museum
6,900,4,Pyramid of Djoser
6,901,5,Luxor Museum
6,902,3,Mortuary Temple of Hatshepsut - Deir el-Bahari
6,903,4,Valley of Artisans
6,904,3,Avenue of Sphinxes
6,905,2,Colossi of Memnon
6,906,3,Temple of Seti
6,907,3,Coptic Orthodox Church of Alexandria
6,908,4,Bibliotheca Alexandrina - Library in Alexandria
6,909,3,Citadel of Qaitbay or The Fort of Qaitbay
6,910,2,Alexandria National Museum
6,911,3,Stanley Bridge in Alexandria
6,912,3,The Blue Hole of Dahab
6,913,4,Mount Sinai
6,914,3,St. Catherine's Monastery
6,915,1,Dahab's Eel Garden
6,916,3,Coloured Canyon
6,917,5,Great Sand Sea in Siwa
6,918,4,Mit Ghamr Dovecotes
6,919,5,Samir Lama Memorial
6,920,4,Magic Lake in Fayoum
6,921,5,Fjord Bay
6,922,1,Fortress of Shali in Siwa Oasis
6,923,4,Philae Island
6,924,3,Mahmya Island
6,926,3,Sannur Valley Cave
6,927,5,Great Pyramid of Giza
6,928,3,Luxor Temple
6,929,5,Nile River Cruise
6,930,4,Valley of the Kings
6,931,4,Egyptian Antiquities Museum
6,932,3,Siwa Oasis at Libyan Border
6,933,3,The White Desert in Farafra
6,934,3,Sakkara Pyramids
6,935,3,Mosque of Mohamed Ali
6,936,3,Gezira Island
6,937,5,Zamalk
6,938,5,Great Sphinx of Giza
6,940,4,Tiran Island
6,941,3,Ras Muhammad National Park
6,942,4,King Tutankhamun Museum
6,943,4,Aqua Blue Water Park
6,944,4,Old Market of Sharm
6,945,5,Karnak Temple
6,946,3,Temple of Medinat Habu
6,947,3,Pyramids of Giza
6,948,3,Khan-el-Khalili
6,949,3,The Egyptian Museum
6,950,4,Old Cairo
6,951,3,Al Azhar Mosque
6,952,5,The Hanging Church
6,953,3,Museum Of Modern Egyptian Art
6,954,4,Statue of Ramesses II
6,955,5,Cairo Tower
6,956,4,Grand Egyptian Museum
6,959,3,Pyramid of Khafre
6,961,3,Giza Solar Boat Museum
6,963,5,Red and Bent Pyramid
6,965,3,Egypt Papyrus Museum
6,968,4,Pyramid of Djoser
6,969,3,Luxor Museum
6,970,3,Mortuary Temple of Hatshepsut - Deir el-Bahari
6,971,3,Valley of Artisans
6,973,3,Avenue of Sphinxes
6,976,3,Colossi of Memnon
6,979,3,Temple of Seti
6,981,4,Coptic Orthodox Church of Alexandria
6,982,3,Bibliotheca Alexandrina - Library in Alexandria
6,984,3,Citadel of Qaitbay or The Fort of Qaitbay
6,986,3,Alexandria National Museum
6,987,5,Stanley Bridge in Alexandria
6,988,4,The Blue Hole of Dahab
6,990,3,Mount Sinai
6,991,3,St. Catherine's Monastery
6,993,4,Dahab's Eel Garden
6,994,3,Coloured Canyon
6,996,4,Great Sand Sea in Siwa
6,998,4,Mit Ghamr Dovecotes
6,999,3,Samir Lama Memorial
6,1003,5,Magic Lake in Fayoum
6,1004,3,Fjord Bay
6,1005,3,Fortress of Shali in Siwa Oasis
6,1006,2,Philae Island
6,1007,4,Mahmya Island
6,1008,4,Sannur Valley Cave
6,1009,3,Great Pyramid of Giza
6,1010,4,Luxor Temple
6,1011,4,Nile River Cruise
6,1012,4,Valley of the Kings
6,1013,5,Egyptian Antiquities Museum
6,1014,3,Siwa Oasis at Libyan Border
6,1015,3,The White Desert in Farafra
6,1016,3,Sakkara Pyramids
6,1017,4,Mosque of Mohamed Ali
6,1018,3,Gezira Island
6,1019,3,Zamalk
6,1020,3,Great Sphinx of Giza
6,1021,5,Tiran Island
6,1022,3,Ras Muhammad National Park
6,1023,3,King Tutankhamun Museum
6,1024,4,Aqua Blue Water Park
6,1025,3,Old Market of Sharm
6,1027,3,Karnak Temple
6,1028,4,Temple of Medinat Habu
6,1029,4,Pyramids of Giza
